YEAR,TEAM,SEED,ROUND,K TEMPO,KADJ T,K OFF,KO RANK,KADJ O,K DEF,KD RANK,KADJ D,KADJ EM,BADJ EM,BADJ O,BADJ D,BARTHAG,GAMES,W,L,WIN%,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,OP OREB%,OP DREB%,RAW T,2PT%,2PT%D,3PT%,3PT%D,BLK%,BLKED%,AST%,OP AST%,2PTR,3PTR,2PTRD,3PTRD,BADJ T,AVG HGT,EFF HGT,EXP,TALENT,FT%,OP FT%,PPPO,PPPD,ELITE SOS,WAB,EFGD% RANK,BADJT RANK,TEAM NO,TR RANK,TR RATING,V 1-25 WINS,V 1-25 LOSS,V 26-50 WINS,V 26-50 LOSS,V 51-100 WINS,V 51-100 LOSS,HI,LO,LAST,SOS RANK,SOS RATING,SOS HI,SOS LO,SOS LAST,LUCK RANK,LUCK RATING,LUCK V 1-25 WINS,LUCK V 1-25 LOSS,LUCK V 26-50 WINS,LUCK V 26-50 LOSS,LUCK V 51-100 WINS,LUCK V 51-100 LOSS,LUCK HI,LUCK LO,LUCK LAST,CONSISTENCY RANK,CONSISTENCY TR RATING,CONSISTENCY V 1-25 WINS,CONSISTENCY V 1-25 LOSS,CONSISTENCY V 26-50 WINS,CONSISTENCY V 26-50 LOSS,CONSISTENCY V 51-100 WINS,CONSISTENCY V 51-100 LOSS,CONSISTENCY HI,CONSISTENCY LO,CONSISTENCY LAST
2021,BYU,6,64,70.3849,67.9796,108.904,38,113.107,96.3259,57,92.1612,20.9462,18.9,111.5,92.6,0.894,25,19,6,76.0,55.0,46.6,27.8,29.4,19.0,16.0,28.6,76.7,23.3,71.4,70.4,54.5,45.5,37.3,32.4,7.2,5.5,56.9,46.7,61.2,38.8,65.2,34.8,69.1,77.968,82.332,1.984,39.722,73.6,69.1,1.086,0.964,29.972,3.6,36,186,870,30,13.9,0,4,2,0,6,1,27,72,30,62,8.0,47,319,64,56,1.4,0,0,1,3,7,0,15,273,56,74,9.1,2,0,2,0,3,3,66,318,75
2021,Clemson,7,64,64.8682,64.2422,100.131,192,106.87,95.3828,44,90.7046,16.1652,14.6,105.1,90.5,0.848,23,16,7,69.56522,50.4,48.8,23.6,29.6,19.5,21.6,26.6,73.5,26.5,73.4,64.9,49.2,47.4,34.6,33.8,9.2,9.7,56.4,51.0,56.1,43.9,59.6,40.4,65.4,76.775,80.524,1.794,59.066,76.5,69.7,1.001,0.95,32.216,2.9,120,327,869,39,12.5,4,2,4,4,3,0,17,58,39,25,10.6,13,49,25,10,2.8,1,0,1,0,3,3,2,50,10,298,12.1,0,0,0,0,1,0,26,327,297
2021,Cleveland St.,15,64,67.664,66.3028,103.581,124,100.852,101.464,171,99.4794,1.37289,-0.5,99.1,99.6,0.486,26,19,7,73.07692,50.6,48.9,31.9,37.2,18.5,20.3,30.9,68.1,31.9,69.1,67.6,52.1,50.9,31.9,30.8,7.6,7.1,52.9,52.7,65.7,34.3,57.5,42.5,67.1,76.953,79.047,2.036,2.192,66.9,72.9,1.033,1.02,12.128,-2.7,127,277,868,187,-2.0,0,1,0,0,1,2,175,309,187,191,-3.1,36,276,191,1,4.8,0,0,5,0,0,2,1,259,1,100,9.6,0,0,2,0,5,2,12,346,100
2021,Colgate,14,64,72.1928,72.4472,118.814,3,110.89,94.0365,27,100.668,10.2223,14.4,112.4,98.0,0.829,15,14,1,93.33333,57.0,45.6,31.0,25.0,13.7,16.6,28.2,74.6,25.4,71.8,72.2,55.4,49.4,40.0,26.1,8.7,7.1,56.1,42.5,64.1,35.9,63.0,37.0,72.8,76.444,80.225,1.82,0.2,73.1,67.6,1.187,0.943,5.698,0.4,19,36,867,71,8.7,0,0,0,0,0,0,68,138,70,231,-4.3,129,275,230,116,0.6,0,0,0,0,3,1,109,255,126,307,12.2,0,0,0,0,0,0,2,347,322
2021,Colorado,5,32,66.2458,66.3585,110.094,27,114.417,95.8568,51,92.7358,21.6816,23.7,115.4,91.7,0.934,30,22,8,73.33333,52.0,47.7,29.9,28.0,16.8,19.8,30.9,74.4,25.6,69.1,66.2,50.3,46.5,36.7,33.3,7.8,7.9,51.3,47.6,64.2,35.8,65.2,34.8,67.2,77.447,80.306,2.245,48.237,82.2,72.6,1.102,0.955,32.71,4.9,68,275,866,19,16.0,3,1,3,3,8,2,12,48,19,52,8.9,15,258,52,215,-0.4,2,1,1,1,2,0,47,292,215,173,10.4,1,0,3,2,1,0,37,258,173
2021,Connecticut,7,64,66.4535,66.0354,108.197,50,113.581,96.6577,63,91.6796,21.9011,21.6,113.9,92.3,0.918,22,15,7,68.18182,49.5,46.2,29.6,36.9,17.5,19.6,36.8,70.2,29.8,63.2,66.5,49.0,45.6,33.6,31.6,14.4,6.7,49.4,46.5,66.7,33.3,67.0,33.0,66.6,77.885,80.977,1.785,52.299,73.1,70.7,1.085,0.967,31.015,2.0,28,297,865,23,15.2,1,4,1,1,8,2,22,57,22,31,10.2,29,314,30,182,-0.1,0,0,1,0,4,1,30,214,182,54,8.7,0,0,0,0,1,0,10,269,55
2021,Creighton,5,16,69.5619,69.0627,109.643,32,114.87,97.5105,73,93.5652,21.3051,20.1,114.2,94.1,0.903,28,20,8,71.42857,55.7,46.9,26.9,25.7,15.8,17.8,24.8,71.8,28.2,75.2,69.5,56.3,46.1,36.7,32.1,9.5,8.7,55.8,51.3,55.7,44.3,61.0,39.0,70.0,76.987,79.001,2.215,57.988,64.2,70.6,1.098,0.974,30.082,3.2,42,140,864,12,16.9,4,2,2,0,8,6,8,19,12,35,10.1,13,268,34,247,-0.8,0,0,0,0,5,4,34,321,247,257,11.5,1,0,1,0,3,0,23,274,258
2021,Drake,11,64,66.2207,66.7599,114.165,7,113.949,97.8564,77,99.3062,14.6425,12.0,112.2,100.2,0.786,27,23,4,85.18519,54.5,48.4,25.2,29.7,15.2,18.8,31.6,75.1,24.9,68.4,66.2,54.4,49.7,36.6,30.8,7.9,7.1,45.3,45.9,68.7,31.3,64.1,35.9,67.6,76.09,79.545,1.958,0.2,71.1,74.0,1.141,0.974,15.072,1.8,100,257,863,75,8.4,0,0,1,2,0,0,51,153,75,125,1.0,61,290,125,8,2.9,0,0,2,0,6,0,2,143,8,194,10.7,3,0,1,0,0,0,5,281,194
2021,Drexel,16,64,65.9441,64.2271,108.611,41,107.143,101.644,179,105.525,1.6183,2.4,106.1,103.7,0.565,19,12,7,63.15789,54.3,49.6,28.5,27.2,19.6,16.4,29.4,75.7,24.3,70.6,65.9,53.5,50.4,37.2,32.1,6.5,9.0,58.2,41.7,64.3,35.7,65.6,34.4,65.3,77.103,80.023,1.77,8.771,77.7,75.1,1.084,1.014,8.855,-4.5,154,328,862,152,0.8,0,0,0,0,0,1,146,186,152,180,-2.7,67,247,180,168,0.0,0,0,3,1,2,1,72,304,168,23,8.1,0,0,2,1,2,3,22,262,24
2021,Eastern Washington,14,64,71.2932,72.3499,109.304,35,107.67,98.1596,83,101.018,6.65145,8.2,107.9,99.7,0.713,22,15,7,68.18182,54.1,47.5,30.4,27.7,16.5,16.5,23.9,74.4,25.6,76.1,71.3,54.2,47.6,35.9,31.6,6.9,6.0,54.1,43.7,60.4,39.6,64.6,35.4,73.1,77.174,79.677,1.614,0.2,79.9,72.7,1.093,0.982,13.059,-3.1,60,31,861,106,4.6,0,0,0,2,0,2,104,138,106,159,-1.7,18,161,159,241,-0.7,1,1,0,1,3,2,164,335,241,31,8.4,3,1,3,2,3,0,3,186,31
2021,Florida,7,32,70.6908,68.6479,104.562,100,110.975,98.8706,105,93.4227,17.5522,17.0,110.4,93.4,0.873,23,14,9,60.86957,52.5,47.5,33.8,34.8,20.7,20.6,30.8,68.4,31.6,69.2,70.7,51.9,48.4,35.7,30.6,14.3,9.4,45.0,51.6,66.2,33.8,64.7,35.3,69.5,77.44,80.694,1.529,60.198,75.7,70.3,1.046,0.988,34.098,1.2,60,162,860,33,13.2,3,5,1,1,7,2,11,37,33,24,10.6,17,140,24,155,0.2,2,1,0,0,1,2,45,247,154,252,11.4,1,0,0,0,4,0,16,334,253
2021,Florida St.,4,16,70.3595,70.5582,111.363,20,116.442,98.9496,107,94.3726,22.0698,23.5,117.2,93.7,0.929,22,16,6,72.72727,54.4,46.5,32.7,36.3,20.2,19.6,35.7,68.6,31.4,64.3,70.4,52.1,44.2,39.0,33.3,14.6,7.5,51.9,49.4,64.5,35.5,60.0,40.0,71.2,79.591,82.065,1.949,53.523,73.8,74.1,1.11,0.989,27.679,2.4,33,91,859,13,16.7,3,1,5,3,2,1,8,32,13,33,10.2,7,285,32,185,-0.1,1,1,1,0,2,3,19,190,185,292,12.0,1,0,0,1,0,0,7,334,291
2021,Georgetown,12,64,70.1451,69.6374,101.239,173,107.693,100.383,141,93.636,14.0569,13.5,107.2,93.7,0.825,25,13,12,52.0,49.6,48.0,30.3,25.9,21.7,16.2,32.4,72.7,27.3,67.6,70.1,46.1,47.4,36.6,32.6,10.4,7.8,51.7,56.3,61.2,38.8,60.3,39.7,70.6,78.144,81.822,2.018,40.505,75.4,68.7,1.012,1.002,32.752,-1.1,84,109,858,61,9.7,3,6,2,2,5,3,60,113,61,27,10.4,26,266,27,78,1.2,0,1,1,0,3,2,38,338,76,168,10.3,0,1,1,1,0,2,12,290,168
2021,Georgia Tech,9,64,68.0089,67.7637,108.198,49,113.332,100.068,133,94.783,18.5494,17.1,112.7,95.6,0.869,25,17,8,68.0,53.9,52.2,29.0,28.9,15.9,22.8,24.8,70.1,29.9,75.2,68.0,54.8,50.7,34.9,36.7,9.3,7.9,57.7,54.4,63.0,37.0,65.4,34.6,68.6,76.336,80.032,2.51,51.343,72.7,70.6,1.081,1.002,29.468,1.8,263,207,857,34,13.1,3,3,5,3,2,0,34,86,34,43,9.8,30,107,43,57,1.4,1,1,0,1,1,3,57,346,57,215,10.9,0,0,1,0,0,1,59,344,214
2021,Gonzaga,1,2,75.2784,74.7701,122.395,1,126.111,91.6576,12,89.4872,36.6241,35.7,125.3,89.6,0.979,26,26,0,100.0,61.0,47.5,36.7,25.9,16.1,20.3,30.4,76.6,23.4,69.6,75.3,64.0,46.8,36.5,32.5,7.1,6.9,53.6,44.8,67.7,32.3,65.5,34.5,75.4,78.108,80.58,1.528,80.761,72.6,70.3,1.224,0.918,24.19,8.5,60,4,856,1,25.9,4,0,3,0,6,0,1,3,1,37,10.0,1,89,37,41,1.7,1,0,2,0,11,0,14,135,40,66,9.0,2,0,5,0,6,0,17,251,66
2021,Grand Canyon,15,64,66.7431,65.4771,106.694,66,103.554,92.4329,16,96.5771,6.97644,8.0,103.6,95.6,0.716,20,14,6,70.0,52.8,44.7,34.5,29.4,20.4,16.5,33.0,77.2,22.8,67.0,66.7,55.4,44.8,32.2,29.7,8.1,6.0,55.7,45.6,63.8,36.2,60.7,39.3,66.2,77.413,81.935,2.131,14.562,69.2,69.7,1.068,0.924,10.505,-2.9,6,306,855,112,4.5,0,1,0,0,1,2,105,150,113,186,-2.9,134,338,186,219,-0.5,0,0,2,0,1,0,41,268,219,125,9.8,0,0,0,0,1,2,3,268,124
2021,Hartford,16,64,66.4658,66.7023,99.1816,210,97.4886,95.4155,46,100.22,-2.73095,-2.5,96.7,99.2,0.427,23,15,8,65.21739,50.4,47.6,28.6,25.0,19.0,20.4,24.9,71.2,28.8,75.1,66.5,51.3,50.7,32.7,28.7,6.1,10.7,46.6,48.3,57.5,42.5,59.3,40.7,67.8,76.089,80.654,1.927,12.091,71.2,66.8,0.991,0.952,10.041,-4.9,64,245,854,194,-2.4,0,2,0,0,0,0,191,257,194,241,-4.5,10,297,240,40,1.7,0,0,0,0,3,2,28,275,39,97,9.5,0,0,1,1,3,1,39,275,96
2021,Houston,2,4,65.975,64.9246,115.808,5,118.922,88.5559,5,90.1017,28.8202,29.6,119.0,89.4,0.964,26,23,3,88.46154,51.3,42.9,30.7,42.4,16.3,21.6,39.4,72.0,28.0,60.6,66.0,49.9,43.0,35.5,28.5,14.5,7.3,51.4,51.6,57.7,42.3,62.4,37.6,65.9,77.106,79.302,1.843,57.911,74.3,65.2,1.157,0.884,18.87,4.0,1,316,853,5,20.6,1,0,2,0,5,1,4,21,6,79,6.3,10,286,78,231,-0.7,2,1,2,0,2,0,10,267,220,260,11.5,5,1,5,0,5,2,22,331,230
2021,Illinois,1,32,71.5738,70.7135,112.127,18,118.957,95.8562,50,88.3445,30.6122,26.6,117.4,90.8,0.951,29,23,6,79.31034,55.6,46.6,39.2,30.5,18.2,16.1,33.0,77.8,22.2,67.0,71.6,55.3,45.4,37.6,32.7,7.0,9.5,55.5,44.3,69.3,30.7,67.0,33.0,71.6,76.996,80.548,1.627,73.109,69.1,68.5,1.124,0.956,40.223,8.8,36,76,852,3,21.7,8,2,6,2,4,2,2,14,3,1,13.8,1,291,1,119,0.6,0,2,0,0,7,3,7,323,151,282,11.9,1,0,2,0,3,0,7,346,300
2021,Iona,15,64,69.8206,68.3119,103.193,133,100.371,94.2201,30,101.407,-1.03598,1.9,100.7,98.8,0.555,17,12,5,70.58824,51.2,45.6,36.1,46.3,22.5,19.6,33.5,73.8,26.2,66.5,69.8,49.9,45.8,35.5,30.1,11.9,7.3,56.0,54.3,62.4,37.6,62.1,37.9,69.3,76.324,80.272,1.731,9.632,74.3,69.1,1.035,0.944,7.27,-3.2,19,172,851,166,-0.1,0,0,0,1,0,0,164,239,166,257,-5.0,12,293,257,128,0.5,0,0,1,0,1,0,4,266,128,326,12.7,1,0,1,0,1,0,4,345,323
2021,Iowa,2,32,70.9678,69.9829,117.408,4,123.496,101.074,158,94.5925,28.9031,27.2,123.7,96.5,0.946,29,21,8,72.41379,54.6,48.3,32.0,22.6,13.3,16.3,30.7,71.4,28.6,69.3,71.0,52.4,45.8,38.6,34.8,11.6,7.9,63.8,59.8,60.2,39.8,60.4,39.6,70.9,77.914,81.654,1.656,61.215,71.3,67.5,1.176,1.01,36.806,5.5,93,98,850,4,20.9,6,5,4,2,5,1,2,10,4,2,13.4,1,290,2,271,-1.0,2,0,0,1,4,2,82,337,271,264,11.5,0,0,2,0,3,1,71,337,265
2021,Kansas,3,32,69.3839,68.2629,104.203,109,109.615,94.8304,39,88.5839,21.0313,18.5,108.7,90.2,0.895,27,19,8,70.37037,49.7,47.0,30.5,26.5,17.7,20.0,31.2,73.1,26.9,68.8,69.4,49.3,45.9,33.7,32.5,11.1,7.6,52.2,47.0,64.0,36.0,62.5,37.5,69.2,78.152,80.329,1.46,80.676,71.4,73.1,1.04,0.949,36.237,4.3,47,179,849,10,17.1,5,6,4,2,0,0,4,21,10,9,12.2,1,91,9,90,1.0,1,1,2,3,1,1,16,322,89,199,10.7,5,4,1,0,0,1,25,311,199
2021,Liberty,13,64,64.4,63.1252,113.773,8,110.143,96.5376,60,101.773,8.37002,8.3,109.1,100.8,0.713,24,19,5,79.16667,57.4,48.0,25.5,29.6,15.6,17.3,23.1,77.6,22.4,76.9,64.4,56.8,47.8,38.8,32.2,7.0,7.3,57.4,42.2,52.5,47.5,63.9,36.1,64.4,75.76,79.299,1.736,3.795,77.8,69.7,1.137,0.966,9.801,-1.7,84,338,848,109,4.5,0,1,0,0,1,1,97,150,110,226,-4.1,23,226,225,104,0.7,0,1,0,1,0,1,4,305,104,108,9.7,2,0,1,1,0,1,91,339,108
2021,Loyola Chicago,8,16,63.4532,64.1938,110.218,26,110.416,87.2641,3,86.6625,23.7539,20.6,108.9,88.3,0.918,26,22,4,84.61538,56.3,46.7,30.7,22.4,18.5,21.6,26.0,79.0,21.0,74.0,63.5,58.0,45.5,35.7,32.5,6.9,8.5,59.9,45.2,63.0,37.0,65.6,34.4,64.8,76.146,79.589,2.231,11.054,73.3,70.1,1.102,0.873,16.033,1.8,41,334,847,31,13.9,0,1,0,0,3,2,22,75,31,108,3.0,56,339,108,151,0.2,2,1,2,1,5,0,98,283,152,278,11.8,3,1,1,0,0,0,11,319,278
2021,LSU,8,32,72.7762,70.7574,112.749,13,119.771,103.154,221,100.181,19.5899,19.2,119.0,99.8,0.883,27,18,9,66.66667,52.8,48.5,33.9,29.1,16.1,18.4,31.5,67.2,32.8,68.5,72.8,53.0,51.3,35.0,30.0,7.8,9.1,42.3,50.7,62.9,37.1,55.7,44.3,71.4,77.607,79.998,1.064,83.74,74.7,70.6,1.123,1.03,31.962,2.3,106,84,846,25,14.7,3,5,0,3,8,1,14,56,25,29,10.3,22,307,36,160,0.2,3,1,1,0,5,4,60,311,116,318,12.5,0,1,0,0,3,0,47,343,328
2021,Maryland,10,32,65.6478,65.3286,103.219,132,110.916,99.3084,116,92.1984,18.7175,15.8,110.0,94.2,0.856,28,15,13,53.57143,52.6,48.5,32.6,25.6,16.8,16.9,20.9,75.2,24.8,79.1,65.6,52.8,46.4,34.9,34.3,10.3,8.8,53.7,52.3,57.0,43.0,58.2,41.8,66.3,78.089,79.403,1.869,67.127,70.3,71.7,1.031,0.994,36.317,0.1,106,303,845,37,12.6,3,7,1,5,4,1,18,55,37,21,11.1,11,229,20,194,-0.2,4,1,0,0,2,6,37,297,194,119,9.8,0,0,1,1,3,3,30,298,118
2021,Michigan,1,8,67.547,66.8217,112.349,15,119.434,96.3266,58,88.6425,30.7915,26.9,117.7,90.8,0.952,24,20,4,83.33333,54.9,44.9,28.9,24.5,16.3,15.1,29.4,75.2,24.8,70.6,67.5,53.3,42.3,38.7,33.5,10.6,7.0,55.5,42.5,66.1,33.9,67.3,32.7,67.8,77.889,82.229,2.078,66.856,77.8,74.9,1.122,0.962,35.087,7.1,8,245,844,6,20.5,5,2,6,0,4,2,3,34,5,7,12.4,6,246,7,59,1.3,1,1,1,0,4,1,15,91,59,287,11.9,0,0,2,0,2,0,15,315,286
2021,Michigan St.,11,68,69.1421,68.6334,99.5046,205,106.989,102.259,199,92.9745,14.0141,11.3,105.4,94.1,0.787,27,15,12,55.55556,47.9,47.8,31.4,37.1,18.9,15.4,30.4,73.9,26.1,69.6,69.1,47.8,48.1,32.0,31.5,12.2,8.0,64.1,54.1,65.9,34.1,66.0,34.0,69.6,77.94,80.462,1.714,82.545,72.1,71.5,0.998,1.02,38.227,1.2,70,155,843,53,10.8,3,7,5,3,1,2,8,64,53,15,11.5,8,96,15,21,2.3,0,0,1,0,3,5,13,197,22,295,12.0,0,0,0,1,2,2,22,300,294
2021,Missouri,9,64,70.5204,68.7329,103.256,131,110.248,101.07,157,95.0983,15.15,16.4,110.7,94.3,0.863,25,16,9,64.0,50.9,48.5,37.5,36.4,18.9,18.4,28.6,70.8,29.2,71.4,70.5,52.6,48.3,32.0,32.7,9.0,11.1,51.1,44.5,62.5,37.5,67.0,33.0,69.5,77.607,80.64,2.462,50.387,69.8,71.1,1.034,1.01,33.332,2.1,106,162,842,51,11.4,4,4,3,0,2,5,26,60,51,26,10.5,4,269,26,13,2.6,2,1,2,0,2,2,1,99,13,214,10.9,1,0,1,0,1,1,17,304,215
2021,Morehead St.,14,64,67.166,65.5948,100.374,187,100.165,94.537,36,96.2694,3.89559,2.0,98.1,96.1,0.559,28,21,7,75.0,51.9,47.0,36.8,23.1,22.9,18.0,31.3,75.1,24.9,68.7,67.1,51.8,47.6,34.7,30.7,14.3,9.1,51.3,49.8,65.5,34.5,58.6,41.4,66.5,77.307,79.834,1.69,5.5,68.3,67.9,1.005,0.945,13.166,-1.9,47,298,841,162,0.1,0,1,0,2,2,2,160,303,162,182,-2.7,8,288,182,2,4.8,4,2,2,0,3,3,1,272,2,193,10.7,4,0,0,0,1,0,145,301,193
2021,Mount St. Mary's,16,68,63.7509,62.172,98.9687,215,95.4181,97.0309,65,100.428,-5.0102,-4.8,95.1,99.9,0.362,22,12,10,54.54545,48.7,45.5,29.7,24.6,20.3,16.4,31.9,75.2,24.8,68.1,63.8,47.7,45.6,33.7,30.1,10.9,8.3,50.6,41.3,63.7,36.3,67.2,32.8,63.0,76.902,80.738,1.572,0.2,67.8,78.4,0.988,0.966,9.106,-7.2,14,346,840,218,-4.2,0,0,0,1,0,1,206,259,218,281,-5.6,130,306,281,191,-0.2,1,3,1,2,0,0,21,296,191,179,10.5,0,0,0,1,2,0,10,287,178
2021,Norfolk St.,16,64,72.0453,67.6936,104.011,113,100.613,97.4792,72,104.355,-3.74215,-4.9,99.0,103.9,0.365,21,14,7,66.66667,49.7,47.4,38.6,42.0,17.8,20.7,28.8,71.3,28.7,71.2,72.1,46.1,47.2,37.4,31.7,10.2,9.9,48.0,54.7,64.1,35.9,54.7,45.3,68.7,76.559,79.353,2.363,0.2,70.9,69.3,1.036,0.973,6.134,-5.0,55,206,839,219,-4.2,0,0,0,0,0,0,190,258,219,331,-8.3,177,334,331,92,1.0,0,1,2,3,1,0,3,322,91,171,10.4,0,0,0,0,2,1,7,322,172
2021,North Carolina,8,64,71.8804,71.8271,105.059,92,110.111,96.582,62,90.0231,20.0876,16.0,107.9,91.9,0.864,28,18,10,64.28571,48.5,48.7,34.9,27.1,20.6,19.3,41.3,73.7,26.3,58.7,71.9,48.9,46.8,31.7,34.4,12.8,9.9,55.8,51.3,71.8,28.2,61.8,38.2,72.8,78.833,82.508,1.02,85.053,66.8,69.4,1.053,0.965,34.274,2.4,117,36,838,24,14.9,1,5,6,3,5,2,13,39,24,19,11.1,3,118,19,174,0.0,0,1,1,1,2,2,28,271,174,221,11.0,0,1,1,0,1,0,16,260,221
2021,North Texas,13,32,65.0818,63.0896,103.916,118,105.362,92.9394,19,93.6646,11.6975,9.8,103.8,94.0,0.758,25,16,9,64.0,54.0,45.7,27.2,31.7,20.4,21.4,27.9,73.1,26.9,72.1,65.1,52.9,44.8,37.3,31.6,8.6,8.9,51.8,43.0,62.8,37.2,65.8,34.2,64.2,77.016,79.684,2.415,2.103,73.5,72.6,1.043,0.926,19.471,-2.4,21,340,837,77,7.9,0,2,0,1,4,5,74,113,78,105,3.3,27,323,105,201,-0.3,2,0,2,0,3,2,108,320,201,30,8.4,0,1,1,0,2,1,30,338,30
2021,Ohio,13,32,71.7136,69.3203,112.226,17,113.002,102.559,210,101.888,11.1142,10.8,111.8,101.0,0.763,22,15,7,68.18182,55.8,51.1,29.6,30.2,17.0,20.0,28.7,72.6,27.4,71.3,71.7,56.4,51.6,36.6,33.7,5.7,6.5,59.7,52.7,61.3,38.7,60.0,40.0,70.3,76.934,79.748,1.43,6.606,70.6,76.6,1.121,1.022,16.438,-2.0,217,124,836,101,5.2,0,1,0,0,3,3,90,144,101,121,1.3,111,322,121,71,1.2,1,0,0,0,2,1,20,333,71,336,13.2,1,0,0,0,2,2,20,336,336
2021,Ohio St.,2,64,67.553,67.0815,113.532,10,122.274,104.295,244,96.8491,25.4253,24.3,121.4,97.1,0.929,30,21,9,70.0,53.1,48.9,37.6,33.8,15.3,15.0,29.1,72.6,27.4,70.9,67.6,52.1,47.4,36.5,34.1,9.5,7.8,49.5,55.0,60.6,39.4,62.0,38.0,67.8,77.5,79.536,1.963,71.659,76.3,70.6,1.136,1.042,39.398,6.0,127,245,835,9,17.6,5,6,7,0,4,3,6,39,9,3,13.3,3,265,3,69,1.2,3,1,0,0,5,3,23,194,43,130,9.9,0,0,2,1,4,2,28,312,148
2021,Oklahoma,8,32,69.1751,67.689,106.109,80,111.427,98.5625,91,94.7836,16.6439,16.5,111.1,94.6,0.864,25,15,10,60.0,50.8,48.9,29.1,22.8,15.8,18.7,27.3,72.5,27.5,72.7,69.2,50.8,46.3,33.8,35.4,9.2,8.3,50.0,46.9,61.0,39.0,61.9,38.1,68.5,76.855,79.831,2.102,32.322,74.4,73.5,1.065,0.986,32.105,0.3,127,211,834,29,14.1,5,6,0,2,0,1,18,44,29,22,10.8,8,261,22,224,-0.5,0,2,3,1,2,3,30,238,225,158,10.2,3,5,1,0,1,0,15,343,158
2021,Oklahoma St.,4,32,72.8164,71.9524,103.792,121,110.059,98.1737,84,91.2923,18.7671,16.8,109.0,92.2,0.873,28,20,8,71.42857,52.1,47.2,36.4,30.5,21.4,19.3,31.9,69.8,30.2,68.1,72.8,52.8,46.9,33.8,31.7,11.1,10.3,47.7,48.3,68.1,31.9,62.6,37.4,72.7,77.611,80.273,1.061,61.902,71.3,70.8,1.036,0.981,36.37,4.8,50,43,833,27,14.3,8,6,2,0,2,0,25,58,27,12,11.9,10,127,12,4,3.5,1,0,2,4,4,3,3,83,4,10,7.6,7,3,1,0,1,0,7,222,10
2021,Oral Roberts,15,16,72.7902,71.7646,108.965,37,108.656,106.738,283,107.44,1.21622,0.8,107.5,106.7,0.522,23,13,10,56.52174,53.6,50.4,27.8,33.1,15.7,18.2,23.2,67.0,33.0,76.8,72.8,49.7,49.0,38.8,35.6,9.6,9.4,42.6,44.3,54.1,45.9,68.0,32.0,72.3,76.849,79.548,1.496,1.124,82.6,70.2,1.091,1.066,16.652,-4.9,190,53,832,151,0.9,0,1,0,2,0,2,131,213,151,161,-1.8,20,270,161,141,0.4,0,3,0,0,2,2,51,297,141,81,9.3,4,3,2,0,2,0,17,297,81
2021,Oregon,7,16,67.8562,67.2355,109.767,30,114.453,99.8891,129,96.7728,17.6799,17.9,114.0,96.1,0.877,26,20,6,76.92308,54.4,50.1,26.8,27.1,16.8,20.3,28.3,72.8,27.2,71.7,67.9,52.9,49.9,37.9,33.6,10.7,7.5,48.4,54.2,62.0,38.0,60.8,39.2,68.1,77.512,78.776,2.265,49.314,70.4,76.3,1.096,0.994,31.097,4.8,174,231,831,32,13.9,1,2,4,0,8,4,15,33,32,57,8.3,4,138,57,38,1.8,1,3,0,0,1,1,22,311,37,48,8.6,0,0,3,0,2,0,21,287,48
2021,Oregon St.,12,8,65.632,65.3971,104.37,105,109.326,104.538,250,99.1533,10.1728,10.7,109.1,98.4,0.766,28,16,12,57.14286,48.7,50.4,34.0,38.2,17.2,18.5,29.8,70.6,29.4,70.2,65.6,46.9,52.5,34.6,31.4,9.5,7.8,59.4,52.2,64.5,35.5,62.3,37.7,66.1,78.244,81.224,2.035,34.182,76.0,73.2,1.043,1.045,34.218,0.4,190,308,830,79,7.8,2,3,3,4,5,3,60,145,79,71,7.7,47,262,71,17,2.4,0,0,2,1,1,3,5,346,18,304,12.1,0,0,3,2,1,1,13,335,304
2021,Purdue,4,64,66.7936,66.4842,106.055,82,113.612,98.8645,103,91.3407,22.2716,18.5,111.5,93.0,0.89,27,18,9,66.66667,51.4,48.6,32.2,30.3,18.7,16.9,32.2,75.9,24.1,67.8,66.8,52.1,49.7,33.5,31.5,11.2,9.7,56.0,60.4,62.5,37.5,54.3,45.7,67.5,78.354,81.744,1.041,60.403,71.1,67.5,1.06,0.988,36.431,3.7,112,259,829,22,15.2,3,4,5,3,5,1,21,41,23,10,11.9,5,71,10,84,1.1,2,1,2,0,2,3,40,310,82,77,9.1,1,0,1,0,2,0,42,333,78
2021,Rutgers,10,32,68.5249,67.7741,101.449,167,108.651,99.1205,110,90.5084,18.1428,14.7,106.6,91.9,0.846,26,15,11,57.69231,50.2,47.7,27.7,33.2,16.4,18.9,27.4,70.7,29.3,72.6,68.5,51.9,47.4,31.1,32.1,14.1,8.2,51.6,56.1,67.3,32.7,64.4,35.6,68.7,77.908,80.503,1.953,55.802,63.2,70.4,1.016,0.991,38.152,1.7,68,206,828,35,13.0,2,7,5,2,5,1,23,49,35,8,12.3,3,290,8,65,1.3,2,1,0,0,2,3,7,151,65,210,10.9,0,0,3,0,1,1,33,253,210
